State	District	Rep	PVI	Simplecook	Cookrating	Party	Code	Score	urban	rural	ag	manufacturing	rich	poverty	white	nonwhite	black	hispanic	nonhispanicwhite	old
Illinois	17	Rep. Cheri Bustos	D+7	At-risk Dem	Lean Dem	Dem	IL-17	9	73.3	26.7	2.5	17.6	12.8	13.4	82.6	17.4	11	8.5	77.3	30
Illinois	18	Rep. Aaron Schock	R+11	Safe Rep	Solid Rep	Rep	IL-18	5	63.7	36.3	2.8	12.7	23.5	6.7	91	9	3.9	2.6	89.3	29.1
Indiana	1	Rep. Pete Visclosky	D+10	Safe Dem	Solid Dem	Dem	IN-01	11	90.3	9.7	0.6	16.5	19	13.9	70	30	19.5	14.4	63.3	26.9
Indiana	2	Rep. Jackie Walorski	R+6	At-risk Rep	Lean Rep	Rep	IN-02	3	69.8	30.2	1.5	27.2	13.3	11.2	87	13	6.9	8.5	81.5	26.8
Indiana	3	Rep. Marlin Stutzman	R+13	Safe Rep	Solid Rep	Rep	IN-03	5	64.8	35.2	1.4	25.7	14.4	10.5	88	12	6.2	5.7	84.4	26.2
Indiana	4	Rep. Todd Rokita	R+11	Safe Rep	Solid Rep	Rep	IN-04	5	63.4	36.6	2	18.8	16.9	8.8	91.5	8.5	3.6	5.5	87	25.4
Indiana	5	Rep. Susan Brooks	R+9	Safe Rep	Solid Rep	Rep	IN-05	5	87.4	12.6	0.7	12.8	27.1	6.5	85.1	14.9	8.5	3.9	82.6	24.9
Indiana	6	Rep. Luke Messer	R+12	Safe Rep	Solid Rep	Rep	IN-06	5	54.7	45.3	1.8	22.7	12.2	11.6	93.3	6.7	2.2	2.1	92.4	28.5
Indiana	7	Rep. AndrÂ Carson	D+13	Safe Dem	Solid Dem	Dem	IN-07	11	99.3	0.7	0.3	11.1	10.7	19.3	59.8	40.2	28.5	10.8	55.7	21
Indiana	8	Rep. Larry Bucshon	R+8	Safe Rep	Solid Rep	Rep	IN-08	5	57.7	42.3	2.5	19	13.7	10.3	92.5	7.5	4	2.2	91.1	28.7
Indiana	9	Rep. Todd Young	R+9	Safe Rep	Solid Rep	Rep	IN-09	5	64.5	35.5	1.2	17.5	15.7	10.4	92.1	7.9	2.5	3.2	90.4	25.9
Iowa	1	OPEN (Braley)	D+5	Safe Dem	Likely Dem	Dem	IA-01	10	62.9	37.1	4.1	17.7	17.1	7.4	92.3	7.7	3.2	3.4	90.1	28.7
Iowa	2	Rep. Dave Loebsack	D+4	Safe Dem	Solid Dem	Dem	IA-02	11	63.3	36.7	2.9	17.6	17.3	9.5	91.4	8.6	3.7	5.1	87.5	28
Iowa	3	OPEN (Latham)	EVEN	At-risk Rep	Tossup Rep	Rep	IA-03	2	77.8	22.2	2.1	9.4	21.3	9.4	89.6	10.4	3.7	6.3	85.2	25.1
Iowa	4	Rep. Steve King	R+5	Safe Rep	Likely Rep	Rep	IA-04	4	52.1	47.9	7.1	16	14.3	8.9	93.4	6.6	1.3	6.1	89.3	30.4
Kansas	1	Rep. Tim Huelskamp	R+23	Safe Rep	Solid Rep	Rep	KS-01	5	59.2	40.8	8	12.3	13.2	8.6	88.7	11.3	3.3	14.7	78.3	26.4
Kansas	2	Rep. Lynn Jenkins	R+8	Safe Rep	Solid Rep	Rep	KS-02	5	62.8	37.2	2.3	11.8	15.4	10.9	87.9	12.1	4.1	6	83.5	27.6
Kansas	3	Rep. Kevin Yoder	R+6	Safe Rep	Solid Rep	Rep	KS-03	5	95	5	0.6	9	29.6	7.3	81.9	18.1	8.8	11.6	73.1	23.5
Kansas	4	Rep. Mike Pompeo	R+14	Safe Rep	Solid Rep	Rep	KS-04	5	79.8	20.2	2.5	18.2	16.2	10.7	83.7	16.3	7	11.4	74.9	25.8
Kentucky	1	Rep. Ed Whitfield	R+18	Safe Rep	Solid Rep	Rep	KY-01	5	36.9	63.1	5.1	17	10.2	15.7	89.8	10.2	6.7	2.5	87.9	29.6
Kentucky	2	Rep. Brett Guthrie	R+16	Safe Rep	Solid Rep	Rep	KY-02	5	49.8	50.2	2.3	17.6	13.9	13.6	89.5	10.5	5.7	2.9	87.9	26
Kentucky	3	Rep. John Yarmuth	D+4	Safe Dem	Solid Dem	Dem	KY-03	11	99.3	0.7	0.3	10.4	17	13.3	72.8	27.2	21.2	4.6	69.5	26.7
Kentucky	4	Rep. Thomas Massie	R+16	Safe Rep	Solid Rep	Rep	KY-04	5	68.2	31.8	1.2	13.6	20.6	11.2	92.7	7.3	3.4	3	90.9	25.3
Kentucky	5	Rep. Hal Rogers	R+25	Safe Rep	Solid Rep	Rep	KY-05	5	23.5	76.5	7.3	10.6	7.9	22.1	96.6	3.4	1.4	0.8	96.1	28.5
Kentucky	6	Rep. Andy Barr	R+9	Safe Rep	Likely Rep	Rep	KY-06	4	72.6	27.4	2.9	12.4	16.3	12.9	85.5	14.5	8.6	4.4	83	25.1
Louisiana	1	Rep. Steve Scalise	R+26	Safe Rep	Solid Rep	Rep	LA-01	5	86	14	3.5	7	21.5	10.3	79.5	20.5	13.4	7.8	73.3	27.1
Louisiana	2	Rep. Cedric Richmond	D+23	Safe Dem	Solid Dem	Dem	LA-02	11	94.6	5.4	1.8	7.5	12.4	22.5	32.2	67.8	61.8	6.2	28.8	23.9
Louisiana	3	Rep. Charles Boustany	R+19	Safe Rep	Solid Rep	Rep	LA-03	5	73.4	26.6	10.9	8.8	17.5	14.7	70.9	29.1	24.4	3.2	68.5	24.5
Louisiana	4	Rep. John Fleming	R+13	Safe Rep	Solid Rep	Rep	LA-04	5	58.7	41.3	6.1	7.1	15.3	16.2	61.3	38.7	34.2	3.5	59	26.3
Louisiana	5	Rep. Vance McAllister	R+15	Safe Rep	Solid Rep	Rep	LA-05	5	48.3	51.7	5.6	6.4	12.4	19.8	62.2	37.8	35.6	2	60.6	26.7
Louisiana	6	OPEN (Cassidy)	R+21	Safe Rep	Solid Rep	Rep	LA-06	5	78.1	21.9	2.8	9.8	22.7	10.7	71.1	28.9	24	4.3	68.2	23.4
Maine	1	Rep. Chellie Pingree	D+9	Safe Dem	Solid Dem	Dem	ME-01	11	49.4	50.6	1.5	9	19.8	8.3	94.8	5.2	1.3	1.6	93.5	31.8
Maine	2	OPEN (Michaud)	D+2	At-risk Dem	Lean Dem	Dem	ME-02	9	27.9	72.1	3.7	9.4	11.6	11.3	95.5	4.5	0.8	1.2	94.7	32.5
Maryland	1	Rep. Andy Harris	R+14	Safe Rep	Solid Rep	Rep	MD-01	5	59.4	40.6	2.1	7.9	30	7.4	82.9	17.1	11.7	3.4	80.8	30.5
Maryland	2	Rep. Dutch Ruppersberger	D+10	Safe Dem	Solid Dem	Dem	MD-02	11	99.5	0.5	0.2	6.3	25.3	9.6	57.3	42.7	32.2	5.8	54	23.7
Maryland	3	Rep. John Sarbanes	D+9	Safe Dem	Solid Dem	Dem	MD-03	11	98.5	1.5	0.2	4.8	37.8	5.8	65.3	34.7	21.7	6.9	61.8	25.9
Maryland	4	Rep. Donna Edwards	D+26	Safe Dem	Solid Dem	Dem	MD-04	11	98.6	1.4	0.2	3.1	32.8	7.2	31.6	68.4	52.8	15.7	26.7	22.5
Maryland	5	Rep. Steny Hoyer	D+14	Safe Dem	Solid Dem	Dem	MD-05	11	77.1	22.9	0.4	3.3	43.2	4.6	53.2	46.8	36.9	6.8	49.1	24
Maryland	6	Rep. John Delaney	D+4	Safe Dem	Solid Dem	Dem	MD-06	11	84.5	15.5	0.7	6	34.9	7.3	70.9	29.1	12.1	12.5	62.5	24.8
Maryland	7	Rep. Elijah Cummings	D+24	Safe Dem	Solid Dem	Dem	MD-07	11	91.9	8.1	0.3	4.8	25.5	12.6	35.2	64.8	55.1	3.8	33.2	25.9
Maryland	8	Rep. Chris Van Hollen	D+11	Safe Dem	Solid Dem	Dem	MD-08	11	88.1	11.9	0.5	3.2	46.8	4.2	68.2	31.8	11.6	14.3	62.6	26.8
Massachusetts	1	Rep. Richard Neal	D+13	Safe Dem	Solid Dem	Dem	MA-01	11	80.8	19.2	0.7	11.3	20.1	12.5	83.3	16.7	6.2	15.8	74.8	30.1
Massachusetts	2	Rep. Jim McGovern	D+8	Safe Dem	Solid Dem	Dem	MA-02	11	81.3	18.7	0.7	10.8	28	8.4	85.3	14.7	4.5	9	79.9	25.3
Massachusetts	3	Rep. Niki Tsongas	D+6	Safe Dem	Solid Dem	Dem	MA-03	11	90.5	9.5	0.5	14.7	33	10.1	77.5	22.5	4	16.7	71.5	25.7
Massachusetts	4	Rep. Joseph Kennedy III	D+6	Safe Dem	Solid Dem	Dem	MA-04	11	93.2	6.8	0.2	9.3	41.6	5.7	87.7	12.3	2.8	3.8	85.3	26.8
Massachusetts	5	Rep. Katherine Clark	D+14	Safe Dem	Solid Dem	Dem	MA-05	11	98.9	1.1	0.2	7.4	39.7	5.6	79.6	20.4	5	7.8	75	27
Massachusetts	6	Rep. John Tierney	D+4	At-risk Dem	Lean Dem	Dem	MA-06	9	95.7	4.3	0.3	9.7	38	6	86.2	13.8	3	8	83.5	29.7
Massachusetts	7	Rep. Michael Capuano	D+31	Safe Dem	Solid Dem	Dem	MA-07	11	99.9	0.1	0.2	4.9	23	16.4	51.8	48.2	26.4	20.6	43.1	19.4
Massachusetts	8	Rep. Stephen Lynch	D+6	Safe Dem	Solid Dem	Dem	MA-08	11	99.2	0.8	0.3	6.6	35.1	7.1	78.9	21.1	9.5	4.9	76.6	27.5
Massachusetts	9	Rep. William Keating	D+5	Safe Dem	Solid Dem	Dem	MA-09	11	88.1	11.9	0.9	7.4	26	6.8	91	9	2.6	4.7	88.3	33.5
Michigan	1	Rep. Dan Benishek	R+5	At-risk Rep	Lean Rep	Rep	MI-01	3	36.6	63.4	3.1	11	10.9	10.3	92.4	7.6	1.7	1.4	91.6	35.9
Michigan	2	Rep. Bill Huizenga	R+7	Safe Rep	Solid Rep	Rep	MI-02	5	74.3	25.7	1.7	22.3	13.7	12	87.1	12.9	6	8.9	80.5	26
Michigan	3	Rep. Justin Amash	R+4	Safe Rep	Likely Rep	Rep	MI-03	4	68.5	31.5	1.7	17.9	17.5	12.2	84.8	15.2	8.8	7	79.9	25.3
Michigan	4	Rep. Dave Camp	R+5	Safe Rep	Solid Rep	Rep	MI-04	5	36.7	63.3	3.1	16.6	13.6	11.3	94.2	5.8	1.7	3	92	30.2
Michigan	5	Rep. Dan Kildee	D+10	Safe Dem	Solid Dem	Dem	MI-05	11	77.5	22.5	0.9	15.4	11.1	15.3	77.6	22.4	17.9	4.4	74.5	29.7
Michigan	6	Rep. Fred Upton	R+1	Safe Rep	Solid Rep	Rep	MI-06	5	58.7	41.3	2.2	20.5	14.4	12	85.1	14.9	8.5	5.5	81.7	28.1
Michigan	7	Rep. Tim Walberg	R+3	At-risk Rep	Lean Rep	Rep	MI-07	3	53.8	46.2	1.5	18.3	16.9	9.4	91.8	8.2	4.2	4	88.6	29.1
Michigan	8	Rep. Mike Rogers	R+2	Safe Rep	Solid Rep	Rep	MI-08	5	79.2	20.8	0.9	15.7	27.2	8.8	86.5	13.5	6.2	4.5	83.3	25.7
Michigan	9	Rep. Sandy Levin*	D+6	Safe Dem	Solid Dem	Dem	MI-09	11	100	0	0.2	17.9	18.9	11	81.6	18.4	11.1	2.6	79.8	29.2
Michigan	10	Rep. Candice Miller	R+6	Safe Rep	Solid Rep	Rep	MI-10	5	63.7	36.3	1.8	21.6	21.6	8.3	92.7	7.3	3.1	2.9	90.6	28.6
Michigan	11	Rep. Kerry Bentivolio*	R+4	Safe Rep	Likely Rep	Rep	MI-11	4	97.8	2.2	0.4	18.9	33.5	5.6	83.3	16.7	5.1	3.2	80.8	26.8
Michigan	12	OPEN (Dingell)	D+15	Safe Dem	Solid Dem	Dem	MI-12	11	97.2	2.8	0.3	14	19.5	13.4	79.7	20.3	11.2	5.3	75.8	24.9
Michigan	13	Rep. John Conyers	D+34	Safe Dem	Solid Dem	Dem	MI-13	11	100	0	0.3	15.3	7.8	28	37.8	62.2	56.3	7.1	33.3	24.8
Michigan	14	OPEN (Peters)	D+29	Safe Dem	Solid Dem	Dem	MI-14	11	100	0	0.1	13.4	16.1	22.9	34.7	65.3	56.4	4.5	32	27.6
Minnesota	1	Rep. Tim Walz	R+1	Safe Dem	Likely Dem	Dem	MN-01	10	62.5	37.5	4.8	16.6	18.9	6.6	92.3	7.7	2.6	5.9	87.6	28.1
Minnesota	2	Rep. John Kline	R+2	Safe Rep	Likely Rep	Rep	MN-02	4	87	13	1.2	12.6	32.7	5.4	86.5	13.5	3.9	5.6	83.6	22.9
Minnesota	3	Rep. Erik Paulsen	R+2	Safe Rep	Solid Rep	Rep	MN-03	5	95.6	4.4	0.4	15	36.9	4.9	82.8	17.2	6.7	4.3	80.2	27
Minnesota	4	Rep. Betty McCollum	D+11	Safe Dem	Solid Dem	Dem	MN-04	11	97.2	2.8	0.4	12.8	26.5	9.4	74.3	25.7	9.4	6.3	69.8	24.5
Minnesota	5	Rep. Keith Ellison	D+22	Safe Dem	Solid Dem	Dem	MN-05	11	100	0	0.6	10.4	21.4	14	69.8	30.2	16.1	9.2	64.2	21.4
Minnesota	6	OPEN (Bachmann)	R+10	Safe Rep	Solid Rep	Rep	MN-06	5	69.5	30.5	1.3	16	28.5	5	92.1	7.9	2.2	2.4	90.8	21.6
Minnesota	7	Rep. Collin Peterson*	R+6	Safe Dem	Likely Dem	Dem	MN-07	10	35.9	64.1	7.3	14.7	15.1	7.6	92.8	7.2	0.6	4	90.2	31.7
Minnesota	8	Rep. Rick Nolan	D+1	At-risk Dem	Lean Dem	Dem	MN-08	9	38.5	61.5	3.2	10.8	14	9.1	93.6	6.4	0.9	1.4	92.6	32.2
Mississippi	1	Rep. Alan Nunnelee	R+16	Safe Rep	Solid Rep	Rep	MS-01	5	41.9	58.1	1.6	18.4	12.3	16.3	69.6	30.4	27.3	3.2	67.8	25.8
Mississippi	2	Rep. Bennie Thompson	D+13	Safe Dem	Solid Dem	Dem	MS-02	11	56.3	43.7	3.4	12.4	8.6	26.8	32.9	67.1	65	1.6	32.2	25.1
Mississippi	3	Rep. Gregg Harper	R+14	Safe Rep	Solid Rep	Rep	MS-03	5	43.6	56.4	4	10.6	15	16.7	61.2	38.8	35.7	2.2	59.5	26.3
Mississippi	4	Rep. Steven Palazzo	R+21	Safe Rep	Solid Rep	Rep	MS-04	5	55.6	44.4	3.5	11.7	12.8	17.8	72.4	27.6	23.5	3.8	69.7	25.5
Missouri	1	Rep. Lacy Clay	D+28	Safe Dem	Solid Dem	Dem	MO-01	11	99.7	0.3	0.3	8.4	12.4	19.1	44	56	49.1	3.1	42.2	24.1
Missouri	2	Rep. Ann Wagner	R+8	Safe Rep	Solid Rep	Rep	MO-02	5	98.7	1.3	0.6	10.9	34	4.7	89.5	10.5	3.8	2.7	87.6	30.3
Missouri	3	Rep. Blaine Luetkemeyer	R+13	Safe Rep	Solid Rep	Rep	MO-03	5	61.3	38.7	1.2	13.5	18.5	9.4	93.1	6.9	3.4	2.1	91.7	26.7
Missouri	4	Rep. Vicky Hartzler	R+13	Safe Rep	Solid Rep	Rep	MO-04	5	51.3	48.7	2.6	11.3	11.9	11.3	89.7	10.3	3.8	3.3	87.7	27.1
Missouri	5	Rep. Emanuel Cleaver	D+9	Safe Dem	Solid Dem	Dem	MO-05	11	91.4	8.6	0.7	9	12.8	15.2	69.1	30.9	22	8.4	65.3	25.9
Missouri	6	Rep. Sam Graves	R+12	Safe Rep	Solid Rep	Rep	MO-06	5	61.4	38.6	3.4	12.4	18.1	8.2	90.8	9.2	4.1	3.7	88.3	26.9
Missouri	7	Rep. Billy Long	R+19	Safe Rep	Solid Rep	Rep	MO-07	5	61.5	38.5	1.7	12.5	10.5	13.4	92.5	7.5	1.7	4.6	89.2	27.7
Missouri	8	Rep. Jason Smith	R+17	Safe Rep	Solid Rep	Rep	MO-08	5	38.3	61.7	3.8	14.7	9.6	14.4	92.3	7.7	4.8	1.6	91.4	29.9
Montana	0	OPEN (Daines)	R+7	Safe Rep	Likely Rep	Rep	MT-AL	4	55.9	44.1	7.2	4.7	15.2	10.2	89.2	10.8	0.4	3.1	87.2	30.4
Nebraska	1	Rep. Jeff Fortenberry	R+10	Safe Rep	Solid Rep	Rep	NE-01	5	74.3	25.7	3.3	12.4	18.3	8.5	90.8	9.2	2.3	8	84.3	25.4
Nebraska	2	Rep. Lee Terry	R+4	Safe Rep	Likely Rep	Rep	NE-02	4	96.9	3.1	0.7	9.4	22.3	10.2	79.7	20.3	10.4	10.7	73.8	21.6
Nebraska	3	Rep. Adrian Smith	R+23	Safe Rep	Solid Rep	Rep	NE-03	5	48.2	51.8	10.1	11.5	13.1	8.7	94.1	5.9	1	10.2	86.1	31.3
Nevada	1	Rep. Dina Titus	D+14	Safe Dem	Solid Dem	Dem	NV-01	11	100	0	0.1	2.5	9.6	19.3	61.1	38.9	9.8	44.5	35.2	23.8
Nevada	2	Rep. Mark Amodei	R+5	Safe Rep	Solid Rep	Rep	NV-02	5	85.7	14.3	4.8	7	19.6	12.9	83.2	16.8	1.8	21.4	68.1	27.4
Nevada	3	Rep. Joe Heck	EVEN	At-risk Rep	Lean Rep	Rep	NV-03	3	98.3	1.7	0.2	3.6	23.8	6.2	69.7	30.3	7.4	16.6	58.5	24.8
Nevada	4	Rep. Steven Horsford	D+4	Safe Dem	Likely Dem	Dem	NV-04	10	92.7	7.3	1.6	3.6	17.4	13.3	64.5	35.5	14	27.3	48.7	23.8
New Hampshire	1	Rep. Carol Shea-Porter	R+1	At-risk Dem	Tossup Dem	Dem	NH-01	8	69.6	30.4	0.4	11.8	27.3	7.4	93.8	6.2	1.5	2.9	91.9	29.1
New Hampshire	2	Rep. Ann McLane Kuster	D+3	At-risk Dem	Lean Dem	Dem	NH-02	9	51.1	48.9	1	13.2	28.1	6.1	94.3	5.7	1	3.2	91.7	29.1
New Jersey	1	VACANT (Andrews)	D+13	Safe Dem	Solid Dem	Dem	NJ-01	11	98.2	1.8	0.1	7.7	27.7	8.8	68.1	31.9	17.7	12.3	64.3	26.2
New Jersey	2	Rep. Frank LoBiondo	D+1	Safe Rep	Likely Rep	Rep	NJ-02	4	80.5	19.5	1.2	6.5	23.8	9.4	74	26	12.9	15.3	66.8	29.9
New Jersey	3	OPEN (Runyan)	R+1	At-risk Rep	Tossup Rep	Rep	NJ-03	2	95.7	4.3	0.2	6.3	32	4.7	81.4	18.6	10.4	6.7	77.3	30.5
New Jersey	4	Rep. Chris Smith	R+7	Safe Rep	Solid Rep	Rep	NJ-04	5	95.1	4.9	0.4	6.8	36.3	6.2	86.2	13.8	6.2	10.7	78.5	29.4
New Jersey	5	Rep. Scott Garrett	R+4	Safe Rep	Solid Rep	Rep	NJ-05	5	87	13	0.5	8.8	44.7	4.4	78.8	21.2	4.9	12.7	71.6	29.6
New Jersey	6	Rep. Frank Pallone	D+8	Safe Dem	Solid Dem	Dem	NJ-06	11	100	0	0.2	9.4	34.8	8	66.4	33.6	9.9	20.2	50.7	24.7
New Jersey	7	Rep. Leonard Lance	R+6	Safe Rep	Solid Rep	Rep	NJ-07	5	85.8	14.2	0.4	11.5	49.3	3.6	80.5	19.5	4	11.9	73.2	27
New Jersey	8	Rep. Albio Sires	D+24	Safe Dem	Solid Dem	Dem	NJ-08	11	100	0	0.1	8.8	24	15.7	56.2	43.8	10.9	54.7	25.5	18.8
New Jersey	9	Rep. Bill Pascrell	D+14	Safe Dem	Solid Dem	Dem	NJ-09	11	100	0	0.2	11.7	28.6	12.6	64.4	35.6	11.4	34.8	41.3	23.9
New Jersey	10	Rep. Donald Payne, Jr.	D+34	Safe Dem	Solid Dem	Dem	NJ-10	11	100	0	0.1	6.4	19.1	17.5	29.4	70.6	54.1	17.2	20.9	23
New Jersey	11	Rep. Rodney Frelinghuysen	R+6	Safe Rep	Solid Rep	Rep	NJ-11	5	96.2	3.8	0.1	9.6	48.3	3.2	83.3	16.7	4.1	9.1	76.2	30.5
New Jersey	12	OPEN (Holt)	D+14	Safe Dem	Solid Dem	Dem	NJ-12	11	97.6	2.4	0.3	10.2	38.4	7	58.5	41.5	18	15.4	49.3	25.1
New Mexico	1	Rep. Michelle Lujan Grisham	D+7	Safe Dem	Solid Dem	Dem	NM-01	11	92.2	7.8	1.5	5.7	17.7	15.4	69	31	2.7	49.2	40.8	26.6
New Mexico	2	Rep. Steve Pearce	R+5	Safe Rep	Likely Rep	Rep	NM-02	4	72	28	8.4	5	12.8	18.8	80.3	19.7	1.7	52.2	39	26.8
New Mexico	3	Rep. Ben Ray LujÂn	D+8	Safe Dem	Solid Dem	Dem	NM-03	11	68	32	3.7	4.6	18	16	66.3	33.7	1.8	39.5	39.2	27.2
New York	1	Rep. Tim Bishop	R+2	At-risk Dem	Lean Dem	Dem	NY-01	9	94.9	5.1	0.4	6.4	42.9	5.2	88.4	11.6	4.8	12.7	77.5	27.7
New York	2	Rep. Peter King	R+1	Safe Rep	Solid Rep	Rep	NY-02	5	99.9	0.1	0.1	9.7	41.4	4.5	77.1	22.9	9.6	22.1	64.3	25.5
New York	3	Rep. Steve Israel	EVEN	Safe Dem	Solid Dem	Dem	NY-03	11	99.4	0.6	0.1	5.4	48.8	3.9	77.4	22.6	3.3	10.3	71	32.1
New York	4	OPEN (McCarthy)	D+3	Safe Dem	Likely Dem	Dem	NY-04	10	100	0	0.1	5.1	45.1	5.2	68.3	31.7	14.3	18.8	59.3	28.4
New York	5	Rep. Gregory Meeks	D+35	Safe Dem	Solid Dem	Dem	NY-05	11	100	0	0.1	4.3	25.9	12.8	18.2	81.8	50.1	19.2	11.1	23.4
New York	6	Rep. Grace Meng	D+13	Safe Dem	Solid Dem	Dem	NY-06	11	100	0	0.3	4.6	23.9	11.6	49.2	50.8	3.8	20.1	36.6	28.9
New York	7	Rep. Nydia VelÂzquez	D+34	Safe Dem	Solid Dem	Dem	NY-07	11	100	0	0.1	6.1	19.3	25.9	49.7	50.3	10.9	43.7	27.1	18.5
New York	8	Rep. Hakeem Jeffries	D+35	Safe Dem	Solid Dem	Dem	NY-08	11	100	0	0.1	2.9	18.7	20.7	29.6	70.4	56.8	17.5	22.8	24.5
New York	9	Rep. Yvette Clarke	D+32	Safe Dem	Solid Dem	Dem	NY-09	11	100	0	0	3.1	19.5	16.9	32.6	67.4	53.3	10.8	30.3	24.8
New York	10	Rep. Jerrold Nadler	D+23	Safe Dem	Solid Dem	Dem	NY-10	11	100	0	0	3.7	39.3	14.3	72	28	4.2	12.4	65.5	25
New York	11	Rep. Michael Grimm	R+2	At-risk Rep	Lean Rep	Rep	NY-11	3	100	0	0	4.1	28.7	11.3	71.5	28.5	7.6	15.6	62.7	26.7
New York	12	Rep. Carolyn Maloney	D+27	Safe Dem	Solid Dem	Dem	NY-12	11	100	0	0	3.2	42.5	8.6	76.3	23.7	4.7	12.1	69	24.6
New York	13	Rep. Charles Rangel*	D+42	Safe Dem	Solid Dem	Dem	NY-13	11	100	0	0.1	4	11.9	25.9	26.2	73.8	30.4	54.6	12.5	22.2
New York	14	Rep. Joe Crowley	D+26	Safe Dem	Solid Dem	Dem	NY-14	11	100	0	0.3	4.5	18.5	15.1	46.3	53.7	10.4	48.1	24.4	22.6
New York	15	Rep. JosÂ Serrano	D+43	Safe Dem	Solid Dem	Dem	NY-15	11	100	0	0.1	3.8	5.3	39.7	15	85	32	66.4	2.6	17.2
New York	16	Rep. Eliot Engel	D+21	Safe Dem	Solid Dem	Dem	NY-16	11	100	0	0.2	3.2	29.8	11.8	47.6	52.4	33.1	23.6	38.1	27.6
New York	17	Rep. Nita Lowey	D+5	Safe Dem	Solid Dem	Dem	NY-17	11	98.4	1.6	0.2	5.2	42.3	7.8	70.4	29.6	10.9	20.7	61.6	27
New York	18	Rep. Sean Patrick Maloney	EVEN	At-risk Dem	Lean Dem	Dem	NY-18	9	81.5	18.5	0.6	6.8	36.6	6.6	79.5	20.5	8.7	15.3	71	25.7
New York	19	Rep. Chris Gibson	D+1	At-risk Rep	Lean Rep	Rep	NY-19	3	36.5	63.5	2.2	7.9	21.8	8.1	89.4	10.6	4.8	6.7	85.3	31.8
New York	20	Rep. Paul Tonko	D+7	Safe Dem	Solid Dem	Dem	NY-20	11	88.7	11.3	0.7	6.5	24.3	7.9	81.5	18.5	9	5.8	78.4	27.9
New York	21	OPEN (Owens)	EVEN	At-risk Dem	Tossup Dem	Dem	NY-21	8	42.3	57.7	2.2	9.4	16.7	9.9	92.3	7.7	3.2	2.9	90.7	28.2
New York	22	Rep. Richard Hanna	R+3	Safe Rep	Solid Rep	Rep	NY-22	5	57.5	42.5	1.3	11	15.7	11.4	90.5	9.5	3.6	3.3	88.7	29.9
New York	23	Rep. Tom Reed	R+3	At-risk Rep	Lean Rep	Rep	NY-23	3	47.6	52.4	2.9	14.1	15.3	10.5	92	8	2.7	3.5	89.4	29.6
New York	24	Rep. Dan Maffei	D+5	Safe Dem	Likely Dem	Dem	NY-24	10	72.8	27.2	1	10.1	19.1	9.5	85.4	14.6	8.3	3.9	83.2	28.2
New York	25	Rep. Louise Slaughter	D+7	Safe Dem	Solid Dem	Dem	NY-25	11	95.5	4.5	0.3	12.6	20	11.2	75.6	24.4	15.7	7.9	71.3	27.5
New York	26	Rep. Brian Higgins	D+12	Safe Dem	Solid Dem	Dem	NY-26	11	99.5	0.5	0.2	10.7	15.3	14.3	73.1	26.9	18.1	5.7	70.8	28.6
New York	27	Rep. Chris Collins*	R+8	Safe Rep	Solid Rep	Rep	NY-27	5	58	42	1.7	14.4	22.8	6.3	93.6	6.4	2.6	2.5	92.2	30.8
North Carolina	1	Rep. G.K. Butterfield	D+19	Safe Dem	Solid Dem	Dem	NC-01	11	63.8	36.2	2.2	14.2	9.1	21.9	39.1	60.9	53.4	7.7	35.1	27
North Carolina	2	Rep. Renee Ellmers	R+10	Safe Rep	Solid Rep	Rep	NC-02	5	65.3	34.7	1.5	14.8	17.9	12.1	72.9	27.1	16.2	11.7	65.2	23.4
North Carolina	3	Rep. Walter Jones	R+11	Safe Rep	Solid Rep	Rep	NC-03	5	57.2	42.8	3.5	6.9	13.5	11.2	75	25	18.5	7.1	71.2	25.6
North Carolina	4	Rep. David Price	D+20	Safe Dem	Solid Dem	Dem	NC-04	11	90.3	9.7	0.2	8.4	19.4	13.3	54.9	45.1	32.8	10.6	48.3	19.5
North Carolina	5	Rep. Virginia Foxx	R+11	Safe Rep	Solid Rep	Rep	NC-05	5	60.4	39.6	1.3	14.8	14.5	13.3	82.4	17.6	12.3	8.7	76	28.5
North Carolina	6	OPEN (Coble)	R+10	Safe Rep	Solid Rep	Rep	NC-06	5	56.3	43.7	1.1	14.2	17.5	9.9	77.9	22.1	15.6	6.1	74.5	29.9
North Carolina	7	OPEN (McIntyre)	R+12	At-risk Dem	Tossup Dem	Dem	NC-07	8	48	52	3.5	12.6	15.1	14.1	74.1	25.9	17.4	9.3	69.1	29.6
North Carolina	8	Rep. Richard Hudson	R+11	Safe Rep	Solid Rep	Rep	NC-08	5	53.5	46.5	2.5	15.9	11.8	16.3	69.4	30.6	18.6	8.8	63.1	26.7
North Carolina	9	Rep. Robert Pittenger	R+8	Safe Rep	Solid Rep	Rep	NC-09	5	91	9	0.4	9.7	33.2	6.1	78.8	21.2	12.8	8	73.2	22.1
North Carolina	10	Rep. Patrick McHenry	R+11	Safe Rep	Solid Rep	Rep	NC-10	5	63.9	36.1	0.8	18.1	13.6	13.5	82.2	17.8	11.7	5.9	78.9	29.3
North Carolina	11	Rep. Mark Meadows	R+13	Safe Rep	Solid Rep	Rep	NC-11	5	44.5	55.5	1.9	13.1	9.4	13.1	90.6	9.4	3.5	5.4	87	35
